Compressor,Iterations,Data name,Source file,Tree name,Branch name,Precision,Average compression time (ms),Average decompression time (ms),Original data size (bytes),Compressed data size (bytes),Compression ratio,Average relative error,Trunk compression level,SZ error bound mode,SZ algorithm,SZ interpolation algorithm
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_eta,3.0,24.0,17.2,370656.0,134601.0,2.75,0.01666,-1,1,0,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_eta,3.0,34.4,9.0,370656.0,143905.0,2.58,0.018932,-1,1,1,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_eta,3.0,27.0,9.0,370656.0,143905.0,2.58,0.018932,-1,1,1,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_eta,3.0,11.0,9.0,370656.0,143905.0,2.58,0.018932,-1,1,2,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_eta,3.0,10.2,9.0,370656.0,146081.0,2.54,0.008741,-1,1,2,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_eta,3.0,7.0,7.2,370656.0,120388.0,3.08,0.006107,-1,1,3,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_eta,3.0,7.0,7.0,370656.0,120388.0,3.08,0.006107,-1,1,3,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_eta,3.0,1.0,0.0,370656.0,341664.0,1.08,0.0,-1,1,4,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_eta,3.0,1.0,0.0,370656.0,341664.0,1.08,0.0,-1,1,4,1
Trunk,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_etcone20,3.0,92.8,1.8,370656.0,218345.0,1.7,0.000176,9,-1,-1,-1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_etcone20,3.0,21.6,15.2,370656.0,88476.0,4.19,0.111082,-1,1,0,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_etcone20,3.0,22.2,16.0,370656.0,88476.0,4.19,0.111082,-1,1,0,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_etcone20,3.0,23.2,7.0,370656.0,93655.0,3.96,0.095052,-1,1,1,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_etcone20,3.0,23.2,6.8,370656.0,93655.0,3.96,0.095052,-1,1,1,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_etcone20,3.0,8.0,7.0,370656.0,93655.0,3.96,0.095052,-1,1,2,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_etcone20,3.0,8.2,7.0,370656.0,95093.0,3.9,0.112763,-1,1,2,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_etcone20,3.0,10.6,5.0,370656.0,82375.0,4.5,0.053374,-1,1,3,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_etcone20,3.0,6.0,5.0,370656.0,82375.0,4.5,0.053374,-1,1,3,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_etcone20,3.0,1.0,0.0,370656.0,342417.0,1.08,0.0,-1,1,4,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_etcone20,3.0,1.0,0.0,370656.0,342417.0,1.08,0.0,-1,1,4,1
Trunk,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_phi,3.0,88.8,1.0,370656.0,207531.0,1.79,0.000178,9,-1,-1,-1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_phi,3.0,24.6,20.0,370656.0,142573.0,2.6,0.009349,-1,1,0,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_phi,3.0,24.6,18.2,370656.0,142573.0,2.6,0.009349,-1,1,0,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_phi,3.0,28.2,9.0,370656.0,154400.0,2.4,0.008145,-1,1,1,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_phi,3.0,35.0,9.0,370656.0,154400.0,2.4,0.008145,-1,1,1,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_phi,3.0,11.2,9.0,370656.0,154400.0,2.4,0.008145,-1,1,2,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_phi,3.0,11.0,9.0,370656.0,155225.0,2.39,0.007781,-1,1,2,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_phi,3.0,7.2,7.0,370656.0,123567.0,3.0,0.004451,-1,1,3,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_phi,3.0,7.8,7.8,370656.0,123567.0,3.0,0.004451,-1,1,3,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_phi,3.0,1.2,0.0,370656.0,341948.0,1.08,0.0,-1,1,4,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_phi,3.0,1.2,0.0,370656.0,341948.0,1.08,0.0,-1,1,4,1
Trunk,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt_syst,3.0,73.4,1.0,370656.0,202919.0,1.83,0.000177,9,-1,-1,-1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt_syst,3.0,21.4,12.6,370656.0,40789.0,9.09,0.486862,-1,1,0,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt_syst,3.0,22.6,13.0,370656.0,40789.0,9.09,0.486862,-1,1,0,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt_syst,3.0,24.0,4.8,370656.0,49180.0,7.54,0.398931,-1,1,1,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt_syst,3.0,23.6,4.0,370656.0,49180.0,7.54,0.398931,-1,1,1,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt_syst,3.0,10.2,4.4,370656.0,49180.0,7.54,0.398931,-1,1,2,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt_syst,3.0,8.2,4.6,370656.0,50174.0,7.39,0.400526,-1,1,2,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt_syst,3.0,6.2,2.0,370656.0,36993.0,10.02,0.330255,-1,1,3,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt_syst,3.0,6.2,2.0,370656.0,36993.0,10.02,0.330255,-1,1,3,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt_syst,3.0,1.2,0.0,370656.0,337234.0,1.1,0.0,-1,1,4,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt_syst,3.0,1.0,0.0,370656.0,337234.0,1.1,0.0,-1,1,4,1
Trunk,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt,3.0,81.4,1.0,370656.0,193662.0,1.91,0.000174,9,-1,-1,-1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt,3.0,22.6,16.8,370656.0,99737.0,3.72,0.006935,-1,1,0,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt,3.0,23.6,17.6,370656.0,99737.0,3.72,0.006935,-1,1,0,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt,3.0,26.6,7.8,370656.0,106702.0,3.47,0.006059,-1,1,1,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt,3.0,27.4,8.0,370656.0,106702.0,3.47,0.006059,-1,1,1,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt,3.0,9.6,8.8,370656.0,106702.0,3.47,0.006059,-1,1,2,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt,3.0,9.2,8.2,370656.0,107865.0,3.44,0.006062,-1,1,2,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt,3.0,7.0,6.2,370656.0,92225.0,4.02,0.00698,-1,1,3,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt,3.0,7.8,6.0,370656.0,92225.0,4.02,0.00698,-1,1,3,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt,3.0,1.8,0.0,370656.0,330891.0,1.12,0.0,-1,1,4,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_pt,3.0,2.0,0.0,370656.0,330891.0,1.12,0.0,-1,1,4,1
Trunk,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_ptcone30,3.0,40.4,0.0,370656.0,49298.0,7.52,2.9e-05,9,-1,-1,-1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_ptcone30,3.0,25.6,12.0,370656.0,18343.0,20.21,0.057771,-1,1,0,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_ptcone30,3.0,22.8,12.2,370656.0,18343.0,20.21,0.057771,-1,1,0,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_ptcone30,3.0,23.4,1.2,370656.0,19094.0,19.41,0.062811,-1,1,1,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_ptcone30,3.0,23.8,2.4,370656.0,19094.0,19.41,0.062811,-1,1,1,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_ptcone30,3.0,8.2,3.0,370656.0,24139.0,15.36,0.047681,-1,1,2,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_ptcone30,3.0,8.6,3.0,370656.0,24100.0,15.38,0.044702,-1,1,2,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_ptcone30,3.0,5.4,1.2,370656.0,12295.0,30.15,0.062816,-1,1,3,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_ptcone30,3.0,5.2,1.0,370656.0,12295.0,30.15,0.062816,-1,1,3,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_ptcone30,3.0,1.2,0.0,370656.0,77145.0,4.8,0.0,-1,1,4,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_ptcone30,3.0,1.2,0.0,370656.0,77145.0,4.8,0.0,-1,1,4,1
Trunk,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_trackd0pvunbiased,3.0,88.6,1.2,370656.0,219423.0,1.69,0.000176,9,-1,-1,-1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_trackd0pvunbiased,3.0,21.8,12.6,370656.0,36559.0,10.14,1.82639,-1,1,0,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_trackd0pvunbiased,3.0,21.6,13.0,370656.0,36559.0,10.14,1.82639,-1,1,0,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_trackd0pvunbiased,3.0,23.4,3.2,370656.0,42336.0,8.76,1.499707,-1,1,1,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_trackd0pvunbiased,3.0,23.6,4.2,370656.0,42336.0,8.76,1.499707,-1,1,1,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_trackd0pvunbiased,3.0,7.4,3.4,370656.0,42336.0,8.76,1.499707,-1,1,2,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_trackd0pvunbiased,3.0,8.2,4.0,370656.0,43431.0,8.53,1.609344,-1,1,2,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_trackd0pvunbiased,3.0,6.0,2.0,370656.0,33327.0,11.12,0.463748,-1,1,3,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_trackd0pvunbiased,3.0,6.2,2.0,370656.0,33327.0,11.12,0.463748,-1,1,3,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_trackd0pvunbiased,3.0,1.2,0.0,370656.0,344073.0,1.08,0.0,-1,1,4,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_trackd0pvunbiased,3.0,1.0,0.0,370656.0,344073.0,1.08,0.0,-1,1,4,1
Trunk,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_tracksigd0pvunbiased,3.0,71.4,1.0,370656.0,199605.0,1.86,0.000176,9,-1,-1,-1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_tracksigd0pvunbiased,3.0,22.0,15.2,370656.0,47365.0,7.83,0.467536,-1,1,0,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_tracksigd0pvunbiased,3.0,23.6,14.6,370656.0,47365.0,7.83,0.467536,-1,1,0,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_tracksigd0pvunbiased,3.0,23.6,4.4,370656.0,53177.0,6.97,0.401878,-1,1,1,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_tracksigd0pvunbiased,3.0,36.6,6.0,370656.0,53177.0,6.97,0.401878,-1,1,1,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_tracksigd0pvunbiased,3.0,8.0,4.2,370656.0,53177.0,6.97,0.401878,-1,1,2,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_tracksigd0pvunbiased,3.0,8.6,4.4,370656.0,54334.0,6.82,0.381346,-1,1,2,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_tracksigd0pvunbiased,3.0,6.2,2.4,370656.0,42746.0,8.67,0.183042,-1,1,3,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_tracksigd0pvunbiased,3.0,6.0,2.4,370656.0,42746.0,8.67,0.183042,-1,1,3,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_tracksigd0pvunbiased,3.0,1.0,0.0,370656.0,334692.0,1.11,0.0,-1,1,4,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_tracksigd0pvunbiased,3.0,1.0,0.0,370656.0,334692.0,1.11,0.0,-1,1,4,1
Trunk,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_z0,3.0,91.0,2.0,370656.0,220103.0,1.68,0.000156,9,-1,-1,-1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_z0,3.0,22.8,12.0,370656.0,10903.0,34.0,2.222749,-1,1,0,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_z0,3.0,22.8,12.0,370656.0,10903.0,34.0,2.222749,-1,1,0,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_z0,3.0,20.8,1.0,370656.0,9472.0,39.13,0.988831,-1,1,1,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_z0,3.0,20.8,1.0,370656.0,9472.0,39.13,0.988831,-1,1,1,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_z0,3.0,7.2,2.0,370656.0,14397.0,25.75,6.678336,-1,1,2,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_z0,3.0,7.2,2.0,370656.0,17181.0,21.57,7.934781,-1,1,2,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_z0,3.0,6.2,1.0,370656.0,7330.0,50.57,0.985854,-1,1,3,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_z0,3.0,7.2,1.0,370656.0,7330.0,50.57,0.985854,-1,1,3,1
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_z0,3.0,3.4,0.0,370656.0,277525.0,1.34,0.0,-1,1,4,0
SZ,5.0,root,mc_361106.Zee.1largeRjet1lep.root,mini,lep_z0,3.0,3.2,0.0,370656.0,277525.0,1.34,0.0,-1,1,4,1
