Compressor,Iterations,DataName,Precision,CompressionLevel,ErrorBoundMode,Algo,InterpAlgo,CompressionTimeMS,DecompressionTimeMS,CompressionRatio,CompressedDataSize,OriginalDataSize
SZ,5,mini-largeRjet_E,3,-1,1,1,1,22.4,6.8,3.4458091213241766,90864,313100,0.002284210974309831
SZ,5,mini-largeRjet_E,3,-1,1,2,0,7.8,6.2,3.4458091213241766,90864,313100,0.002284210974309831
SZ,5,mini-largeRjet_E,3,-1,1,2,1,8.6,7,3.4083363269216114,91863,313100,0.0022693364422983076
SZ,5,mini-largeRjet_E,3,-1,1,3,0,6.4,5.2,4.09988476848942,76368,313100,0.00260334300504961
SZ,5,mini-largeRjet_E,3,-1,1,3,1,6.2,5,4.09988476848942,76368,313100,0.00260334300504961
SZ,5,mini-largeRjet_E,3,-1,1,4,0,1,1.38078530324527e-310,1.1343298722565593,276022,313100,0
SZ,5,mini-largeRjet_E,3,-1,1,4,1,1,1.3858278799401e-310,1.1343298722565593,276022,313100,0
Trunk,5,mini-largeRjet_m,3,9,-1,-1,-1,72.6,1,1.8703703703703705,167400,313100,nan
SZ,5,mini-largeRjet_m,3,-1,1,0,0,21.6,15.4,3.298845246122724,94912,313100,inf
SZ,5,mini-largeRjet_m,3,-1,1,0,1,20.2,15,3.298845246122724,94912,313100,inf
SZ,5,mini-largeRjet_m,3,-1,1,1,0,23.8,7.6,3.0922845968474695,101252,313100,inf
SZ,5,mini-largeRjet_m,3,-1,1,1,1,23,8.2,3.0922845968474695,101252,313100,inf
SZ,5,mini-largeRjet_m,3,-1,1,2,0,9.2,7.6,3.0922845968474695,101252,313100,inf
SZ,5,mini-largeRjet_m,3,-1,1,2,1,8.6,7.4,3.0570201132591293,102420,313100,inf
SZ,5,mini-largeRjet_m,3,-1,1,3,0,6.2,5.4,3.9070104070478426,80138,313100,nan
SZ,5,mini-largeRjet_m,3,-1,1,3,1,6,5,3.9070104070478426,80138,313100,nan
SZ,5,mini-largeRjet_m,3,-1,1,4,0,3.2,1.3837995733992e-310,1.12409571508069,278535,313100,nan
SZ,5,mini-largeRjet_m,3,-1,1,4,1,3,1.38202085699664e-310,1.12409571508069,278535,313100,nan
Trunk,5,mini-largeRjet_truthMatched,3,9,-1,-1,-1,35.4,1.3905734884688e-310,36.18816458622284,8652,313100,nan
SZ,5,mini-largeRjet_truthMatched,3,-1,1,0,0,20.8,11.8,8.419156202102773,37189,313100,nan
SZ,5,mini-largeRjet_truthMatched,3,-1,1,0,1,21.2,12,8.419156202102773,37189,313100,nan
SZ,5,mini-largeRjet_truthMatched,3,-1,1,1,0,21,1,47.79422988856663,6551,313100,nan
SZ,5,mini-largeRjet_truthMatched,3,-1,1,1,1,23,1,47.79422988856663,6551,313100,nan
SZ,5,mini-largeRjet_truthMatched,3,-1,1,2,0,8.2,2,23.683812405446293,13220,313100,nan
SZ,5,mini-largeRjet_truthMatched,3,-1,1,2,1,7.8,2.6,15.070998796630565,20775,313100,nan
SZ,5,mini-largeRjet_truthMatched,3,-1,1,3,0,5.2,1,55.435552407932015,5648,313100,nan
SZ,5,mini-largeRjet_truthMatched,3,-1,1,3,1,4.6,1,55.435552407932015,5648,313100,nan
SZ,5,mini-largeRjet_truthMatched,3,-1,1,4,0,0.2,1.385566245065e-310,20.780513705448996,15067,313100,nan
SZ,5,mini-largeRjet_truthMatched,3,-1,1,4,1,0.2,1.38558109132123e-310,20.780513705448996,15067,313100,nan
Trunk,5,mini-largeRjet_D2,3,9,-1,-1,-1,120.4,1,1.8862922999993976,165987,313100,nan
SZ,5,mini-largeRjet_D2,3,-1,1,0,0,19.4,12.4,5.4883606787266865,57048,313100,nan
SZ,5,mini-largeRjet_D2,3,-1,1,0,1,21,12.8,5.4883606787266865,57048,313100,nan
SZ,5,mini-largeRjet_D2,3,-1,1,1,0,23,3.6,5.457175724195628,57374,313100,nan
SZ,5,mini-largeRjet_D2,3,-1,1,1,1,22.4,3.2,5.457175724195628,57374,313100,nan
SZ,5,mini-largeRjet_D2,3,-1,1,2,0,10,5.2,5.0828747219922406,61599,313100,nan
SZ,5,mini-largeRjet_D2,3,-1,1,2,1,9,5.2,4.922878571091649,63601,313100,inf
SZ,5,mini-largeRjet_D2,3,-1,1,3,0,6.4,2.4,8.425953335665653,37159,313100,nan
SZ,5,mini-largeRjet_D2,3,-1,1,3,1,6.4,2,8.425953335665653,37159,313100,nan
SZ,5,mini-largeRjet_D2,3,-1,1,4,0,4,1.3797629807516e-310,1.2089083144783277,258994,313100,nan
SZ,5,mini-largeRjet_D2,3,-1,1,4,1,3.6,1.38353489646854e-310,1.2089083144783277,258994,313100,nan
Trunk,5,mini-largeRjet_tau32,3,9,-1,-1,-1,134.6,1,2.337805852354606,133929,313100,0.00013144172311199402
SZ,5,mini-largeRjet_tau32,3,-1,1,0,0,24.4,16,2.6005631369552398,120397,313100,0.0018083614458147212
SZ,5,mini-largeRjet_tau32,3,-1,1,0,1,23.6,15.6,2.6005631369552398,120397,313100,0.0018083614458147212
SZ,5,mini-largeRjet_tau32,3,-1,1,1,0,27.4,7.2,2.724812239463218,114907,313100,0.001910480160514242
SZ,5,mini-largeRjet_tau32,3,-1,1,1,1,27,7.2,2.724812239463218,114907,313100,0.001910480160514242
SZ,5,mini-largeRjet_tau32,3,-1,1,2,0,13,8.2,2.321391500341054,134876,313100,0.0016883780691189388
SZ,5,mini-largeRjet_tau32,3,-1,1,2,1,13.4,8.4,2.2098316688428556,141685,313100,0.0016165211811083578
SZ,5,mini-largeRjet_tau32,3,-1,1,3,0,6.8,4.8,4.1652809003711635,75169,313100,0.001699198413353281
SZ,5,mini-largeRjet_tau32,3,-1,1,3,1,7.2,4.8,4.1652809003711635,75169,313100,0.001699198413353281
SZ,5,mini-largeRjet_tau32,3,-1,1,4,0,3,1.38174239900075e-310,1.3880761114362221,225564,313100,0
SZ,5,mini-largeRjet_tau32,3,-1,1,4,1,3.4,1.382153571626e-310,1.3880761114362221,225564,313100,0
Trunk,5,mini-largeRjet_pt_syst,3,9,-1,-1,-1,83.8,1,1.891157284368205,165560,313100,nan
SZ,5,mini-largeRjet_pt_syst,3,-1,1,0,0,19.8,13.8,4.245999457553567,73740,313100,inf
SZ,5,mini-largeRjet_pt_syst,3,-1,1,0,1,19.8,14,4.245999457553567,73740,313100,inf
SZ,5,mini-largeRjet_pt_syst,3,-1,1,1,0,22.4,6.8,3.9769840463367543,78728,313100,inf
SZ,5,mini-largeRjet_pt_syst,3,-1,1,1,1,21,6,3.9769840463367543,78728,313100,inf
SZ,5,mini-largeRjet_pt_syst,3,-1,1,2,0,8,6,3.9769840463367543,78728,313100,inf
SZ,5,mini-largeRjet_pt_syst,3,-1,1,2,1,8.4,6.2,3.928629684931679,79697,313100,inf
SZ,5,mini-largeRjet_pt_syst,3,-1,1,3,0,6.8,4.4,4.789146029949371,65377,313100,nan
SZ,5,mini-largeRjet_pt_syst,3,-1,1,3,1,6.8,4.6,4.789146029949371,65377,313100,nan
SZ,5,mini-largeRjet_pt_syst,3,-1,1,4,0,3.2,1.3848812064863e-310,1.2492718233543207,250626,313100,nan
SZ,5,mini-largeRjet_pt_syst,3,-1,1,4,1,4,1.3812911540184e-310,1.2492718233543207,250626,313100,nan
