system,timestamp,name,algo,errorBoundMode,interpAlgo,relativeError,data size (bytes),min,max,compression_time (ms),decompression_time (ms),compression_ratio,compression_error_avg,compression_error_min,compression_error_max
Morgana,1744220450062024070,paramSweep_sz3_Sine,0,1,0,0.0005,10000000,-1,1,528.89999999999998,303.60000000000002,178.536358929496,0.00035180720339449692,0,0.00099998712539672852
Morgana,1744220459356984369,paramSweep_sz3_Sine,0,1,1,0.0005,10000000,-1,1,523.20000000000005,303.19999999999999,178.536358929496,0.00035180720339449692,0,0.00099998712539672852
Morgana,1744220466630735162,paramSweep_sz3_Sine,1,1,0,0.0005,10000000,-1,1,583.89999999999998,60.200000000000003,517.38410596026495,0.0002137987183711244,0,0.00087958574295043945
Morgana,1744220473918214548,paramSweep_sz3_Sine,1,1,1,0.0005,10000000,-1,1,584.20000000000005,62,517.38410596026495,0.0002137987183711244,0,0.00087958574295043945
Morgana,1744220476875853122,paramSweep_sz3_Sine,2,1,0,0.0005,10000000,-1,1,190.09999999999999,61.5,307.58820091661283,0.00020470046942351765,0,0.00087958574295043945
Morgana,1744220479939410870,paramSweep_sz3_Sine,2,1,1,0.0005,10000000,-1,1,198.30000000000001,63.299999999999997,517.38410596026495,0.0002137987183711244,0,0.00087958574295043945
Morgana,1744220483631620136,paramSweep_sz3_Sine,3,1,0,0.0005,10000000,-1,1,176.40000000000001,142.19999999999999,80.216263045169782,0.00049553602996282647,0,0.00099999457597732544
Morgana,1744220487277362912,paramSweep_sz3_Sine,3,1,1,0.0005,10000000,-1,1,171.19999999999999,142.69999999999999,80.216263045169782,0.00049553602996282647,0,0.00099999457597732544
Morgana,1744220487978550901,paramSweep_sz3_Sine,4,1,0,0.0005,10000000,-1,1,36.899999999999999,9,1.100299567560264,0,0,0
Morgana,1744220488658041201,paramSweep_sz3_Sine,4,1,1,0.0005,10000000,-1,1,36.700000000000003,8.3000000000000007,1.100299567560264,0,0,0
