system,timestamp,name,algo,errorBoundMode,interpAlgo,relativeError,data size (bytes),min,max,compression_time (ms),decompression_time (ms),compression_ratio,compression_error_avg,compression_error_min,compression_error_max
Morgana,1744220386248923745,paramSweep_sz3_UniformRandom,0,1,0,0.0005,10000000,-999.99884,999.99817,570.39999999999998,505.89999999999998,3.0295318767344068,0.49980582712367028,0,0.99999237060546875
Morgana,1744220398318635756,paramSweep_sz3_UniformRandom,0,1,1,0.0005,10000000,-999.99884,999.99817,572,507,3.0295318767344068,0.49980582712367028,0,0.99999237060546875
Morgana,1744220408380558642,paramSweep_sz3_UniformRandom,1,1,0,0.0005,10000000,-999.99884,999.99817,638.39999999999998,258.39999999999998,2.8986826357025524,0.43738616388942525,0,0.99999427795410156
Morgana,1744220418567901900,paramSweep_sz3_UniformRandom,1,1,1,0.0005,10000000,-999.99884,999.99817,650.10000000000002,258.10000000000002,2.8986826357025524,0.43738616388942525,0,0.99999427795410156
Morgana,1744220424251691207,paramSweep_sz3_UniformRandom,2,1,0,0.0005,10000000,-999.99884,999.99817,241.5,257.89999999999998,2.8986826357025524,0.43738616388942525,0,0.99999427795410156
Morgana,1744220429981000833,paramSweep_sz3_UniformRandom,2,1,1,0.0005,10000000,-999.99884,999.99817,243.09999999999999,260.60000000000002,2.8787673348573528,0.43753946913034841,0,0.99999427795410156
Morgana,1744220434639020596,paramSweep_sz3_UniformRandom,3,1,0,0.0005,10000000,-999.99884,999.99817,190.90000000000001,215.30000000000001,3.1990755951160352,0.49996010902743337,0,0.99999237060546875
Morgana,1744220439320438406,paramSweep_sz3_UniformRandom,3,1,1,0.0005,10000000,-999.99884,999.99817,193.09999999999999,214.5,3.1990755951160352,0.49996010902743337,0,0.99999237060546875
Morgana,1744220439965598874,paramSweep_sz3_UniformRandom,4,1,0,0.0005,10000000,-999.99884,999.99817,33.399999999999999,8.1999999999999993,1.0969545470301711,0,0,0
Morgana,1744220440626288163,paramSweep_sz3_UniformRandom,4,1,1,0.0005,10000000,-999.99884,999.99817,33.899999999999999,9.0999999999999996,1.0969545470301711,0,0,0
