system,timestamp,name,bitsTruncated,compressionLevel,noise,data size (bytes),min,max,compression_time (ms),decompression_time (ms),compression_ratio,compression_error_avg,compression_error_min,compression_error_max
Morgana,1744220091138930737,paramSweep_zlib_NoisyPoly,13,1,0.5,10000000,-1.9476824,3.277461,239.09999999999999,48,1.6508376102408722,0.00011367465863227845,0,0.00097632408142089844
Morgana,1744220094581009570,paramSweep_zlib_NoisyPoly,13,2,0.5,10000000,-1.9476824,3.277461,279.89999999999998,44.700000000000003,1.6720526268531986,0.00011367465863227845,0,0.00097632408142089844
Morgana,1744220099476739222,paramSweep_zlib_NoisyPoly,13,3,0.5,10000000,-1.9476824,3.277461,433.69999999999999,36.200000000000003,1.7558821613434465,0.00011367465863227845,0,0.00097632408142089844
Morgana,1744220103632215311,paramSweep_zlib_NoisyPoly,13,4,0.5,10000000,-1.9476824,3.277461,355.69999999999999,40.299999999999997,1.7359224500948334,0.00011367465863227845,0,0.00097632408142089844
Morgana,1744220109710461132,paramSweep_zlib_NoisyPoly,13,5,0.5,10000000,-1.9476824,3.277461,549.5,39,1.7587328119042294,0.00011367465863227845,0,0.00097632408142089844
Morgana,1744220122797871427,paramSweep_zlib_NoisyPoly,13,6,0.5,10000000,-1.9476824,3.277461,1252.3,37,1.8078357385985224,0.00011367465863227845,0,0.00097632408142089844
Morgana,1744220139836028541,paramSweep_zlib_NoisyPoly,13,7,0.5,10000000,-1.9476824,3.277461,1646.8,37.700000000000003,1.8248584776629111,0.00011367465863227845,0,0.00097632408142089844
Morgana,1744220161892156033,paramSweep_zlib_NoisyPoly,13,8,0.5,10000000,-1.9476824,3.277461,2148.1999999999998,38.200000000000003,1.8353318261588376,0.00011367465863227845,0,0.00097632408142089844
Morgana,1744220184064066326,paramSweep_zlib_NoisyPoly,13,9,0.5,10000000,-1.9476824,3.277461,2160.0999999999999,38.299999999999997,1.8353318261588376,0.00011367465863227845,0,0.00097632408142089844
