system,timestamp,name,bitsTruncated,compressionLevel,data size (bytes),min,max,compression_time (ms),decompression_time (ms),compression_ratio,compression_error_avg,compression_error_min,compression_error_max
Morgana,1744219581973015771,paramSweep_zlib_UniformRandom,13,1,10000000,-9.999989,9.999983,265.39999999999998,49.100000000000001,1.6229835241204564,0.00091219194889068599,0,0.00390625
Morgana,1744219585799196334,paramSweep_zlib_UniformRandom,13,2,10000000,-9.999989,9.999983,315.80000000000001,46.899999999999999,1.64358309002825,0.00091219194889068599,0,0.00390625
Morgana,1744219591546269821,paramSweep_zlib_UniformRandom,13,3,10000000,-9.999989,9.999983,515.89999999999998,39.200000000000003,1.7064543564414556,0.00091219194889068599,0,0.00390625
Morgana,1744219596367910331,paramSweep_zlib_UniformRandom,13,4,10000000,-9.999989,9.999983,418.80000000000001,43.399999999999999,1.6932228923057751,0.00091219194889068599,0,0.00390625
Morgana,1744219603179680109,paramSweep_zlib_UniformRandom,13,5,10000000,-9.999989,9.999983,616.20000000000005,45.299999999999997,1.7219821874718564,0.00091219194889068599,0,0.00390625
Morgana,1744219617524659605,paramSweep_zlib_UniformRandom,13,6,10000000,-9.999989,9.999983,1376.4000000000001,38.200000000000003,1.7678323458516487,0.00091219194889068599,0,0.00390625
Morgana,1744219637382920095,paramSweep_zlib_UniformRandom,13,7,10000000,-9.999989,9.999983,1927.4000000000001,38.600000000000001,1.7849152174196301,0.00091219194889068599,0,0.00390625
Morgana,1744219667642368851,paramSweep_zlib_UniformRandom,13,8,10000000,-9.999989,9.999983,2967.4000000000001,38.700000000000003,1.8064562747258703,0.00091219194889068599,0,0.00390625
Morgana,1744219697235615224,paramSweep_zlib_UniformRandom,13,9,10000000,-9.999989,9.999983,2900.8000000000002,38.799999999999997,1.8064562747258703,0.00091219194889068599,0,0.00390625
